1508.9960,-54.167,1508.9960,-54.633,1508.9960,-54.545,1508.9960,-53.739,1508.9960,-52.422,1508.9960,-51.521
1509.0173,-54.193,1509.0173,-54.708,1509.0173,-54.488,1509.0173,-53.694,1509.0173,-52.412,1509.0173,-51.476
1509.0385,-54.241,1509.0385,-54.643,1509.0385,-54.518,1509.0385,-53.706,1509.0385,-52.341,1509.0385,-51.459
1509.0598,-54.185,1509.0598,-54.603,1509.0598,-54.463,1509.0598,-53.624,1509.0598,-52.350,1509.0598,-51.440
1509.0810,-54.216,1509.0810,-54.612,1509.0810,-54.494,1509.0810,-53.587,1509.0810,-52.270,1509.0810,-51.393
1509.1023,-54.156,1509.1023,-54.626,1509.1023,-54.383,1509.1023,-53.564,1509.1023,-52.281,1509.1023,-51.411
1509.1235,-54.224,1509.1235,-54.616,1509.1235,-54.395,1509.1235,-53.548,1509.1235,-52.263,1509.1235,-51.386
1509.1448,-54.266,1509.1448,-54.614,1509.1448,-54.396,1509.1448,-53.483,1509.1448,-52.172,1509.1448,-51.360
1509.1660,-54.203,1509.1660,-54.543,1509.1660,-54.401,1509.1660,-53.484,1509.1660,-52.158,1509.1660,-51.346
1509.1873,-54.290,1509.1873,-54.598,1509.1873,-54.308,1509.1873,-53.435,1509.1873,-52.133,1509.1873,-51.349
1509.2086,-54.217,1509.2086,-54.589,1509.2086,-54.348,1509.2086,-53.445,1509.2086,-52.074,1509.2086,-51.323
1509.2298,-54.269,1509.2298,-54.532,1509.2298,-54.312,1509.2298,-53.304,1509.2298,-52.035,1509.2298,-51.327
1509.2511,-54.200,1509.2511,-54.585,1509.2511,-54.295,1509.2511,-53.346,1509.2511,-52.009,1509.2511,-51.284
1509.2723,-54.231,1509.2723,-54.583,1509.2723,-54.243,1509.2723,-53.262,1509.2723,-51.993,1509.2723,-51.287
1509.2936,-54.239,1509.2936,-54.503,1509.2936,-54.243,1509.2936,-53.203,1509.2936,-51.947,1509.2936,-51.282
1509.3148,-54.247,1509.3148,-54.551,1509.3148,-54.240,1509.3148,-53.198,1509.3148,-51.892,1509.3148,-51.278
1509.3361,-54.193,1509.3361,-54.555,1509.3361,-54.190,1509.3361,-53.142,1509.3361,-51.884,1509.3361,-51.207
1509.3573,-54.276,1509.3573,-54.538,1509.3573,-54.121,1509.3573,-53.150,1509.3573,-51.842,1509.3573,-51.224
1509.3786,-54.264,1509.3786,-54.495,1509.3786,-54.122,1509.3786,-53.101,1509.3786,-51.803,1509.3786,-51.227
1509.3998,-54.233,1509.3998,-54.490,1509.3998,-54.120,1509.3998,-53.037,1509.3998,-51.758,1509.3998,-51.209
1509.4211,-54.239,1509.4211,-54.471,1509.4211,-54.054,1509.4211,-52.994,1509.4211,-51.741,1509.4211,-51.179
1509.4424,-54.323,1509.4424,-54.536,1509.4424,-54.022,1509.4424,-52.972,1509.4424,-51.733,1509.4424,-51.192
1509.4636,-54.261,1509.4636,-54.496,1509.4636,-54.006,1509.4636,-52.909,1509.4636,-51.673,1509.4636,-51.168
1509.4849,-54.264,1509.4849,-54.463,1509.4849,-53.969,1509.4849,-52.917,1509.4849,-51.663,1509.4849,-51.139
